#GENE	COV-1-1	COV-10-1	COV-2-1	COV-3-1	COV-4-1	COV-5-1	COV-7-1	COV-8-1	THR-238	THR-303	THR-313	THR-337	THR-369	THR-399	THR-415	THR-417	THR-428	THR-432
AC002519.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002519.2	0	1	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AC002524.1	32	18	28	10	34	0	35	15	65	41	33	23	15	17	49	36	49	41
AC002525.1	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	1	0
AC002529.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002540.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002542.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002542.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002542.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002542.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002542.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002542.6	0	0	7	0	11	0	40	0	10	0	1	0	0	0	0	12	1	1
AC002543.1	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	2	0	1
AC002543.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002545.1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
AC002546.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002550.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002550.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002551.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002553.1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002553.2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC002558.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002558.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002558.3	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0
AC002563.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002980.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002981.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002984.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002985.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002996.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003001.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
AC003001.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003002.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003002.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003002.3	2	4	0	0	0	0	0	0	0	0	1	7	2	6	0	1	0	0
AC003005.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003005.2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003006.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003009.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003035.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003035.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003043.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003043.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003043.3	0	3	16	0	0	5	2	0	0	1	0	0	0	0	0	0	0	0
AC003044.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003070.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
AC003070.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003070.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003071.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003072.1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AC003072.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003077.1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
AC003080.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003084.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003086.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003087.1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0
AC003092.1	0	0	0	0	0	1	0	0	4	21	7	0	0	3	0	0	3	0
AC003092.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003093.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003098.1	0	3	0	0	0	0	2	3	9	0	0	0	0	2	0	0	0	6
AC003101.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003101.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003101.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003102.1	26	11	23	81	21	12	6	4	67	14	12	17	20	52	38	3	12	46
AC003109.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003657.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003657.2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0
AC003659.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003666.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003669.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003681.1	14	24	3	5	11	0	0	4	0	0	1	0	6	4	2	0	0	4
AC003682.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003684.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003685.1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AC003685.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003686.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003687.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003688.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003688.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003688.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003950.1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
AC003956.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003957.1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
AC003958.1	0	0	0	0	2	0	0	0	1	5	5	2	0	3	3	2	1	0
AC003958.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003965.1	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	12	0	6
AC003965.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003973.1	0	0	1	0	0	2	0	0	0	0	0	0	18	0	0	0	0	0
AC003973.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003975.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003982.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AC003984.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003985.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003986.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003986.2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003986.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
AC003988.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003989.1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003989.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003991.1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AC003991.2	0	0	0	2	9	0	0	1	0	0	0	0	0	0	0	0	0	0
AC003992.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004000.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004004.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004006.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004012.1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
AC004014.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004014.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004022.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004022.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004023.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004024.1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
AC004034.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004039.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC004047.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004052.1	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0
AC004053.1	1112	332	416	218	183	295	622	412	1307	1303	982	1374	1135	1856	1431	1567	991	1617
AC004054.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004057.1	2	2	1	3	4	6	3	4	3	7	4	2	2	2	0	4	3	2
AC004062.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004063.1	74	29	33	0	0	1	17	9	60	70	35	153	79	53	64	167	70	39
AC004066.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004067.1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC004069.1	250	219	108	328	182	198	161	541	428	291	460	378	394	399	283	209	309	615
AC004069.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004069.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004074.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004076.1	2	0	8	2	0	0	0	1	4	12	0	8	22	16	7	24	3	0
AC004076.2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0
AC004079.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004079.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004079.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004079.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004079.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004083.1	593	213	298	87	191	30	389	62	1187	370	283	247	234	261	238	344	303	331
AC004112.1	0	0	0	0	0	11	0	0	0	9	0	0	0	0	0	0	0	0
AC004125.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004129.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004129.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004129.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004129.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004130.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004130.2	102	17	91	122	115	169	84	46	324	143	94	179	166	165	351	353	123	484
AC004134.1	1	2	1	0	1	0	0	0	5	0	0	0	0	5	2	0	0	0
AC004147.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004147.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004147.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004147.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004147.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004148.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004156.1	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0
AC004158.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004160.1	0	2	4	0	9	0	0	6	14	0	0	3	1	4	22	18	6	37
AC004160.2	0	0	0	0	0	0	0	0	5	0	0	2	0	0	5	0	0	1
AC004217.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004217.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004221.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004223.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AC004223.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004223.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004223.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004224.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004224.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AC004231.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AC004231.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004232.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004232.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004233.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004233.2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
AC004233.3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004241.1	65	58	91	143	116	80	79	281	120	23	45	99	84	38	46	102	45	86
AC004241.2	0	0	0	0	0	6	0	10	0	0	0	0	0	0	0	1	0	0
AC004241.3	14	13	25	82	1	2	47	19	10	71	52	32	40	11	33	64	16	25
AC004241.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004241.5	9	33	8	0	38	21	16	12	23	1	0	16	13	0	0	0	6	17
AC004253.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004253.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004257.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004263.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004263.2	0	0	0	1	0	0	0	0	5	10	0	0	0	0	1	2	3	0
AC004264.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004264.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004381.1	23	0	8	0	6	0	7	0	4	3	12	11	16	6	6	2	11	12
AC004381.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004381.3	0	1	0	0	0	0	0	0	0	0	4	7	0	0	0	10	0	0
AC004381.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004383.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004386.1	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0
AC004386.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004386.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004386.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004386.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004386.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004386.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004408.1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004408.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AC004415.1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
AC004448.1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AC004448.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
AC004448.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004448.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004448.5	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
AC004449.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004453.1	0	0	0	8	0	9	1	4	1	0	0	0	0	0	0	0	0	3
AC004453.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004461.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004461.2	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
AC004461.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004464.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004466.1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
AC004466.2	0	0	0	0	0	4	2	3	0	0	0	0	0	0	0	0	0	0
AC004466.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004467.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004470.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AC004470.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004471.1	5	10	1	12	5	0	0	5	12	30	6	0	3	5	10	13	8	4
AC004471.2	0	0	3	0	1	14	27	12	9	7	0	0	1	15	8	1	13	10
AC004477.1	13	0	1	47	0	0	0	0	0	10	0	0	0	5	0	0	4	0
AC004477.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004477.3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AC004485.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004486.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004490.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004491.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004492.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004494.1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
AC004494.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004510.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004522.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004522.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004522.3	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
AC004522.4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AC004522.5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004522.6	50	96	64	170	79	28	43	103	57	103	114	68	56	107	86	151	43	107
AC004528.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004528.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004540.1	0	0	7	48	0	16	0	10	0	3	0	0	0	0	0	0	0	0
AC004540.2	5	0	0	0	0	0	0	4	1	14	1	0	0	15	0	0	0	14
AC004542.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004542.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004542.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004542.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004542.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004542.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004543.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004549.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004551.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AC004552.1	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	1
AC004554.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004554.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004562.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004584.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004584.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004584.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004585.1	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	3
AC004585.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004590.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004593.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004593.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004594.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004596.1	1	7	1	0	1	0	4	0	5	0	0	0	0	0	1	0	5	1
AC004597.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004623.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004637.1	0	0	0	0	1	0	0	0	0	11	0	0	0	6	4	6	4	6
AC004664.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004672.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004672.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004674.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004674.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004678.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004678.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AC004687.1	0	2	0	1	0	9	0	0	0	2	2	0	4	1	0	0	3	2
AC004687.2	27	14	12	3	29	0	12	12	28	43	6	11	19	10	13	8	23	14
AC004687.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004690.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004690.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004691.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004691.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004692.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AC004692.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004696.1	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
AC004696.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004702.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004704.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004706.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004706.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004706.3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004707.1	0	0	0	2	0	4	0	0	0	0	0	0	0	0	1	1	0	0
AC004707.2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
AC004765.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AC004771.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004771.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004771.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004771.4	0	0	2	0	1	0	3	0	0	0	0	0	0	3	0	0	0	0
AC004774.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004774.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004774.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004775.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004777.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AC004784.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004788.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004790.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
